make,model,type,fuelType,engine,horsepower,torqueLbFt,chassis,transmission,yearStart,yearEnd,floorplanCount,floorplans,lengthMinFt,lengthMaxFt,weightMinLbs,weightMaxLbs,sleeps,slideouts,rating,engine2000_2005,horsepower2000_2005,engine2006_2015,horsepower2006_2015,engine2016_2026,horsepower2016_2026,freshWater,grayWater,blackWater,fuelCapacityGal,towingCapacity,generator
Roadtrek,SS Agile,Class B,Gas,Ram 3.6L V6 gas,280,,Ram ProMaster,,2020,2026,2,SS Agile; Agile,19,21,7500,9500,4,0,4.45,,,,,Ram 3.6L V6 gas,280,20,15,12,,2000,Solar + lithium packages
Roadtrek,Zion,Class B,Gas,Ram 3.6L V6 gas,280,,Ram ProMaster 3500,,2015,2026,4,Zion; Slumber; Sleeper; SL,19,21,7000,9000,4,0,4.35,,,Ram / Dodge 3.6L V6 gas (or earlier 3.6/3.0 by year),280,Ram 3.6L V6 gas,280,18,14,0,,2000,Solar packages common
Roadtrek,Zion Slumber,Class B,Gas,Ram 3.6L V6 gas,280,,Ram ProMaster,,2015,2026,1,Slumber,19,20,7200,8500,2,0,4.3,,,Ram / Dodge 3.6L V6 gas (or earlier 3.6/3.0 by year),280,Ram 3.6L V6 gas,280,16,12,0,,2000,Solar
Storyteller Overland,Beast MODE,Class B,Diesel,Mercedes-Benz turbodiesel AWD/4x4,188,,Mercedes-Benz Sprinter AWD,,2019,2026,3,Beast MODE; Beast; 4x4,19,23,9000,11500,4,0,4.75,,,,,Mercedes-Benz turbodiesel AWD/4x4,188,30,22,0,,5000,High-capacity solar + lithium
Storyteller Overland,Classic MODE,Class B,Diesel,Mercedes-Benz turbodiesel (Sprinter),188,,Mercedes-Benz Sprinter,,2021,2026,2,Classic; Classic MODE,19,22,8500,10500,2,0,4.65,,,,,Mercedes-Benz turbodiesel (Sprinter),188,28,20,0,,5000,Solar + lithium
Storyteller Overland,MODE,Class B,Diesel,Mercedes-Benz turbodiesel (Sprinter),188,,Mercedes-Benz Sprinter,,2018,2026,4,MODE; Standard; 144; 170,19,24,8500,11000,4,0,4.7,,,,,Mercedes-Benz turbodiesel (I4/V6 by year),188,30,22,0,,5000,Solar + lithium standard packages
Thor,ACE,Class A Gas,Gas,Ford 7.3L Godzilla / V10 (by year),350,,Ford F53,,2010,2026,8,27.1; 29.2; 30.1; 32.1; 29.3; 30.2; 32.3; 33.1,27,33,14000,20000,8,2,4.35,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla 350HP,350,50,40,30,80,5000,Onan 4000–5500W Gas
Thor,Aria,Class A Diesel,Diesel,Cummins B6.7 / L9 340–450HP,340,,Freightliner XC-Series,,2014,2026,4,3401; 3601; 3901; 4000,34,40,28000,36000,6,3,4.4,,,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 class,340,60,40,40,,5000,Onan / Generac
Thor,Challenger,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2005,2026,3,35KT; 37FH; 37TB,35,37,18000,24000,8,2,4.35,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Thor,Chateau,Class C,Gas,Ford 7.3L V8 Godzilla / 6.2L (by year),350,,Ford E-350 / E-450,,2005,2026,15,19Z; 21Z; 22E; 23U; 24F; 25M; 25V; 25Z; 27A; 28A; 28Z; 30D; 31E; 31W; 32A,20,33,10000,15500,8,1,4.3,Ford V10 / 6.8L or 6.0L (by year),305,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,40,30,30,,5000,Onan 4000W Gas MicroQuiet
Thor,Four Winds,Class C,Gas,Ford 7.3L V8 Godzilla / 6.2L (by year),350,,Ford E-350 / E-450,,2000,2026,15,19Z; 21Z; 22E; 23U; 24F; 25M; 25V; 25Z; 27A; 28A; 28Z; 30D; 31E; 31W; 32A,20,33,10000,15500,8,1,4.25,Ford V10 / 6.8L or 6.0L (by year),305,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,40,30,30,,5000,Onan 4000W Gas MicroQuiet
Thor,Four Winds Siesta,Class C,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2016,2026,3,24SR; 25G; 25M,24,26,10000,12000,4,0,4.4,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Thor,Gemini,Class B+,Gas,Ford Transit / cutaway gas (by year),310,,Ford Transit / E-series,,2014,2026,3,22TF; 23TR; 24KB,22,25,9000,12000,4,0,4.3,,,Ford Transit / cutaway gas (by year),180,Ford Transit / cutaway V6/V8 gas,310,60,40,40,,5000,Onan / Generac
Thor,Geneva,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2018,2026,3,25VT; 28VT; 30VT,25,30,11000,14500,6,1,4.3,,,,,Ford 7.3L V8,350,60,40,40,,5000,Onan / Generac
Thor,Magnitude,Super C,Diesel,Ford Power Stroke 6.7L Diesel,330,950,Ford F-550 Super Duty,TorqShift,2014,2026,3,SV34; SV38; SV40,34,40,22000,30000,8,2,4.5,,,Cummins / Ford Super C diesel (era),300,Ford Power Stroke 6.7L Diesel,330,70,45,45,68,20000,Onan 6000–8000W
Thor,Magnitude XG,Super C,Diesel,Ford Power Stroke 6.7L Diesel,330,950,Ford F-550 Super Duty,,2020,2026,3,XG32; XG36; XG40,32,40,22000,30000,8,2,4.55,,,,,Ford Power Stroke 6.7L Diesel,330,60,40,40,,5000,Onan / Generac
Thor,Outlaw,Class C,Gas,Ford 7.3L V8,350,,Ford E-450 / Super C variants by year,,2012,2026,3,29H; 38MB; 38KB,29,38,12000,18000,8,2,4.35,,,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Thor,Palazzo,Class A Diesel,Diesel,Cummins B6.7 / L9 340–450HP,340,700,Freightliner XC-Series,Allison automatic,2012,2026,7,33.2; 33.3; 33.5; 33.6; 36.1; 36.3; 37.4,33,38,28000,36000,6,3,4.4,,,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 340–450HP,340,80,45,45,90,10000,Onan 8kW Diesel QD
Thor,Quantum,Class C,Gas / Diesel (by plan),Ford 7.3L V8 Godzilla / Mercedes Sprinter (by floorplan),350,,Ford E-450 / Mercedes Sprinter (by plan),,2014,2026,6,KW29; WS31; LF31; KM24; PD31; RC25,24,32,11000,15500,8,1,4.3,,,Ford Triton V10 6.8L / Mercedes Sprinter diesel (by plan),320,Ford 7.3L V8 Godzilla / Mercedes Sprinter (by floorplan),350,40,30,30,,5000,Onan / Generac
Thor,Rize,Toy Hauler,N/A (towable),,,,N/A (towable),,2018,2026,3,18M; 24F; 28B,18,28,4000,8000,6,1,4.3,,,,,,,60,40,40,,0,Onan / Generac
Thor,Rize Plus,Toy Hauler,N/A (towable),,,,N/A (towable),,2020,2026,3,26B; 29F; 31B,26,32,6000,10000,8,2,4.35,,,,,,,60,40,40,,5000,Onan / Generac
Thor,Sanctuary,Class B,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2015,2026,3,19P; 24G; 33C,19,25,9000,11000,2,0,4.4,,,Mercedes-Benz Sprinter turbodiesel,180,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Thor,Seneca,Super C,Diesel,Ford Power Stroke 6.7L / Cummins Super C (by year),330,,Freightliner / Ford Super C,,2012,2026,3,37SS; 37HJ; 38DB,37,38,24000,32000,6,2,4.5,,,Cummins / Ford Super C diesel (era),300,Super C diesel (Ford 6.7 / Cummins by chassis),330,60,40,40,,5000,Onan / Generac
Thor,Sequence,Class B,Diesel,Mercedes-Benz 2.0L I4 turbo diesel,208,,Mercedes-Benz Sprinter 2500,,2021,2026,4,20A; 20K; 20L; 20U,20,23,8500,11000,2,0,4.45,,,,,Mercedes-Benz 2.0L I4 turbo diesel,208,25,20,15,,5000,None (lithium / dual alternator packages common)
Thor,Tuscany,Class A Diesel,Diesel,Cummins L9 / ISX (by year),450,1250,Freightliner XC / Spartan (by year),Allison 3000 MH,2005,2026,4,40IX; 42RQ; 45AT; 45NX,40,45,36000,48000,6,3,4.5,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP class,450,90,50,50,100,15000,Onan 8–10kW Diesel QD
Thor,Windsport,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2008,2026,5,27R; 29M; 31S; 34J; 35M,27,35,15000,22000,8,2,4.35,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Tiffin,Allegro,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2000,2022,3,32SA; 34PA; 36LA,32,36,16000,22000,6,2,4.35,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8,350,90,50,50,,10000,Onan Diesel QD
Tiffin,Allegro Breeze,Class A Diesel,Diesel,Cummins ISB / B6.7 340HP,340,700,Freightliner XC,,2008,2020,3,28BR; 31BR; 32BR,28,33,24000,30000,4,2,4.45,,,Cummins ISL / ISB 300–450HP (era),380,Cummins ISB / B6.7 340HP,340,70,40,40,,10000,Onan 6–8kW Diesel
Tiffin,Allegro Bus,Class A Diesel,Diesel,Cummins L9 450HP (X12/X15 options by year),450,1250,Tiffin PowerGlide,Allison 3000 MH,2000,2026,8,37AP; 40AP; 45LP; 45OPP; 45CP; 37TS; 40IP; 45BQ,37,45,40000,52000,6,4,4.7,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP (X12 optional),450,100,55,50,100,15000,Onan 10kW Quiet Diesel
Tiffin,Allegro Bus 45OPP,Class A Diesel,Diesel,Cummins L9 450HP (X12 optional),450,1250,Tiffin PowerGlide,Allison 3000 MH,2012,2026,1,45OPP,45,45,48000,56000,6,4,4.7,,,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP,450,100,55,50,100,15000,Onan 10kW Quiet Diesel
Tiffin,Allegro Red,Class A Diesel,Diesel,Cummins ISB 6.7L 360HP,360,700,Freightliner XC raised-rail,Allison 3000 MH,2005,2017,3,33AA; 37BA; 38QBA,33,38,26000,34000,6,3,4.4,Cummins ISB 6.7L 340HP,340,Cummins ISB 6.7L 340HP,340,Cummins ISB / B6.7 360HP,360,90,50,50,100,10000,Onan 8.0 kW Quiet Diesel
Tiffin,Allegro Red 340,Class A Diesel,Diesel,Cummins B6.7 360HP,360,800,Freightliner XC-Series,Allison 3000 MH,2014,2026,8,33AA; 37BA; 33AL; 37PA; 38KA; 36QSA; 38QBA; 38QRA,33,38,28000,36000,6,3,4.5,,,Cummins ISB / B6.7 360HP,360,Cummins B6.7 360HP,360,80,45,45,90,10000,Onan 8kW Diesel QD
Tiffin,Allegro Red 360,Class A Diesel,Diesel,Cummins L9 380–450HP,380,1150,Freightliner XC / PowerGlide (by year),Allison automatic,2018,2026,4,33AA; 36UA; 37BA; 38KA,33,38,30000,38000,6,3,4.55,,,,,Cummins L9 380–450HP,380,85,50,45,90,10000,Onan 8kW Diesel QD
Tiffin,Cahaba,Class C,Diesel,Mercedes-Benz 2.0L turbodiesel,208,,Mercedes-Benz Sprinter,,2023,2026,2,19 SC; 21 SC,19,22,9000,11000,2,0,4.5,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,90,50,50,,10000,Onan Diesel QD
Tiffin,Open Road,Class A Gas,Gas,Ford 7.3L Godzilla / V10 (by year),350,,Ford F53,,2010,2026,4,32SA; 34PA; 36LA; 34PR,32,36,16000,22000,6,2,4.35,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,70,40,40,80,5000,Onan 5500W Gas
Tiffin,Phaeton,Class A Diesel,Diesel,Cummins L9 450HP,450,1250,Tiffin PowerGlide,Allison 3000 MH,2000,2026,6,36GH; 40AH; 40IH; 44OH; 37BH; 45OH,36,45,36000,48000,6,3,4.6,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP,450,90,50,50,100,15000,Onan 8–10kW Diesel QD
Tiffin,Wayfarer,Class C,Diesel,Mercedes-Benz turbodiesel (Sprinter),188,,Mercedes-Benz Sprinter,,2016,2026,5,24BW; 25RW; 25JW; 25TW; 25PW,24,26,10000,12000,4,0,4.55,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,35,28,25,,5000,Optional Onan / LP
Tiffin,Wayfarer 25,Class C,Diesel,Mercedes-Benz turbodiesel,188,,Mercedes-Benz Sprinter,,2018,2026,4,25JW; 25RW; 25TW; 25PW,25,26,10000,12000,4,0,4.55,,,,,Mercedes-Benz Sprinter turbodiesel,188,90,50,50,,10000,Onan Diesel QD
Tiffin,Zephyr,Class A Diesel,Diesel,Cummins X12 / X15 500–605HP,500,1700,Tiffin PowerGlide,Allison 4000 MH,2000,2026,5,45NZ; 45FZ; 45PZ; 45QZ; 45AZ,45,45,50000,58000,6,4,4.85,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins X12 / X15 500–605HP,500,100,60,50,150,15000,Onan 10–12.5kW Diesel QD
Winnebago,Access Super C,Super C,Diesel,Ford Power Stroke 6.7L Diesel,330,950,Ford F-550 Super Duty,TorqShift automatic,2021,2026,4,26RP; 28MT; 29MT; 31SR,26,33,20000,28000,6,2,4.5,,,,,Ford Power Stroke 6.7L Diesel,330,60,40,40,68,15000,Onan 6000W
Winnebago,Adventurer,Class A Gas,Gas,Ford Triton V10 6.8L / 7.3L (by year),320,,Ford F53,,2000,2021,5,29V; 30T; 32H; 35F; 36Z,29,36,18000,24000,7,2,4.4,Ford Triton V10 6.8L,320,Ford Triton V10 6.8L,320,Ford 7.3L V8,350,75,38,38,,5000,Onan 5500W Gas MicroQuiet
Winnebago,Boldt,Class B,Diesel,Mercedes-Benz 2.0L I4 turbodiesel,208,,Mercedes-Benz Sprinter,,2020,2026,2,70KL; 70BL,22,23,9000,10500,2,0,4.55,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,21,21,13,,5000,Lithium-focused packages
Winnebago,EKKO,Class C,Gas / Diesel,Ford / Mercedes (by floorplan),208,,Ford Transit AWD or Mercedes Sprinter AWD,,2021,2026,2,22A; 23B,22,24,9000,11500,4,0,4.6,,,,,22A: Ford 3.5L EcoBoost · 23B: Mercedes turbodiesel,310,50,40,5,,5000,Lithium + solar focused
Winnebago,Era,Class B,Diesel,Mercedes-Benz turbodiesel,188,,Mercedes-Benz Sprinter,,2010,2022,2,70A; 70B,24,25,9000,11000,2,0,4.45,,,Mercedes-Benz turbodiesel,180,Mercedes-Benz turbodiesel,188,27,24,13,,5000,Optional
Winnebago,Forza,Class A Diesel,Diesel,Cummins B6.7 340HP,340,700,Freightliner XC-Series,Allison 2500/3000 MH,2016,2026,5,34T; 36G; 38W; 36H; 38R,34,39,28000,34000,6,3,4.55,,,,,Cummins B6.7 (ISB) 340HP,340,85,51,51,90,10000,Onan 8kW Diesel QD
Winnebago,Grand Tour,Class A Diesel,Diesel,Cummins ISX / L9 (by year),450,,Spartan / Freightliner (by year),,2005,2019,3,42QDP; 45RL; 45QB,42,45,44000,50000,6,4,4.75,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins ISX / L9 (by year),450,100,50,50,,10000,Onan 10000W Diesel QD
Winnebago,Horizon,Class A Diesel,Diesel,Cummins L9 450HP,450,1250,Freightliner / Maxum (by year),Allison 3000 MH,2018,2026,3,40A; 42Q; 42G,40,43,38000,46000,6,4,4.7,,,,,Cummins L9 450HP,450,100,62,40,100,15000,Onan 10kW Diesel QD
Winnebago,Intent,Class A Gas,Gas,Ford 7.3L V8 Godzilla,350,,Ford F53,,2019,2026,4,26M; 29L; 30R; 31P,26,32,14000,18000,6,2,4.35,,,,,Ford 7.3L V8 Godzilla,350,50,41,41,,5000,Onan 4000–5500W Gas
Winnebago,Itasca Sunstar,Class A Gas,Gas,Ford Triton V10 6.8L,320,,Ford F53,,2005,2019,4,27N; 29VE; 30T; 35F,27,35,18000,24000,6,2,4.3,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L,320,72,38,36,,5000,Onan 5500W Gas MicroQuiet
Winnebago,Journey,Class A Diesel,Diesel,Cummins B6.7 340HP,340,700,Freightliner XCS / XC,Allison automatic,2002,2022,6,34G; 36M; 40R; 42E; 34H; 39Z,34,40,30000,38000,6,3,4.45,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / ISB 340HP,340,90,46,46,90,10000,Onan 8000W Diesel QD
Winnebago,Micro Minnie,Travel Trailer,N/A (towable),,,,N/A (towable),,2014,2026,6,1700BH; 2100BH; 2108DS; 1800BH; 2306BHS; 2500RL,17,26,3000,6500,6,0,4.5,,,,,,,44,30,30,,0,
Winnebago,Minnie,Travel Trailer,N/A (towable),,,,N/A (towable),,2010,2026,4,2201MB; 2500FL; 2801BHS; 2809DL,22,32,4500,7500,8,1,4.4,,,,,,,50,35,35,,0,
Winnebago,Minnie Winnie,Class C,Gas,Ford 7.3L V8 Godzilla,350,,Ford E-450,,2000,2026,8,22M; 25B; 26T; 31H; 31K; 31G; 27Q; 30D,22,32,11000,14500,7,1,4.35,Ford V10 / V8 (by year),305,Ford V10 / V8 (by year),305,Ford 7.3L V8 Godzilla 350HP,350,44,30,30,,5000,Onan 4000W Gas MicroQuiet
Winnebago,Navion,Class C,Diesel,Mercedes-Benz 2.0L I4 turbodiesel,208,,Mercedes-Benz Sprinter,,2006,2026,6,24G; 24J; 24V; 24H; 24D; 24P,24,26,10000,12500,4,0,4.55,,,Mercedes-Benz Sprinter 3.0L V6 turbodiesel,188,Mercedes-Benz 2.0L I4 turbodiesel,208,31,26,26,,5000,Optional Onan 2.5–3.6kW
Winnebago,Outlook,Class C,Gas,Ford 7.3L V8,350,,Ford E-450,,2014,2022,4,22C; 25J; 27D; 31C,22,31,11000,14500,6,1,4.3,,,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 7.3L V8,350,44,30,30,,5000,Onan 4000W Gas MicroQuiet
Winnebago,Porto,Class C,Diesel,Mercedes-Benz turbodiesel,188,,Mercedes Sprinter,,2019,2023,3,24P; 24J; 24V,24,25,10000,12000,4,0,4.45,,,,,Mercedes-Benz turbodiesel,188,30,24,24,,5000,Optional
Winnebago,Revel,Class B,Diesel,Mercedes-Benz 2.0L I4 turbodiesel,208,,Mercedes-Benz Sprinter 4x4,,2018,2026,1,44E,19,20,9000,11000,2,0,4.65,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,21,21,5,,5000,None (lithium + solar)
Winnebago,Solis,Class B,Gas,RAM 3.6L V6 gas,276,,RAM ProMaster,,2019,2026,3,59P; 59PX; 59PO,19,21,8000,9500,4,0,4.4,,,,,RAM 3.6L V6 gas,276,21,13,13,,3500,Optional
Winnebago,Spirit,Class C,Gas,Ford 7.3L V8 Godzilla,350,,Ford E-450,,2005,2026,7,22M; 25B; 26T; 31H; 31G; 27Q; 30D,22,32,11000,14500,7,1,4.35,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 7.3L V8 Godzilla 350HP,350,44,30,30,,5000,Onan 4000W Gas MicroQuiet
Winnebago,Sunstar,Class A Gas,Gas,Ford 7.3L V8 Godzilla,350,,Ford F53,,2010,2026,5,27N; 29VE; 30T; 35F; 31B,27,36,16000,22000,7,2,4.35,,,Ford Triton V10 6.8L,320,Ford 7.3L V8 Godzilla,350,72,38,36,,5000,Onan 5500W Gas MicroQuiet
Winnebago,Travato,Class B,Gas,RAM 3.6L V6 gas,276,,RAM ProMaster,,2014,2026,3,59G; 59K; 59KL,21,21,8500,9500,2,0,4.5,,,RAM 3.6L V6 gas,180,RAM 3.6L V6 gas,276,21,13,13,,3500,Optional / lithium packages
Winnebago,Via,Class A Diesel,Diesel,Mercedes-Benz 3.0L turbodiesel,188,,Mercedes-Benz Sprinter cowl,,2013,2021,2,25P; 25T,25,26,11000,13000,4,1,4.5,,,Cummins ISL / ISB 300–450HP (era),380,Mercedes-Benz 3.0L turbodiesel,188,37,36,36,,5000,Optional
Winnebago,View,Class C,Diesel,Mercedes-Benz 2.0L I4 turbodiesel,208,,Mercedes-Benz Sprinter,,2006,2026,7,24G; 24J; 24V; 24H; 24D; 24R; 24T,24,26,10000,12500,4,0,4.6,,,Mercedes-Benz Sprinter 3.0L V6 turbodiesel,188,Mercedes-Benz 2.0L I4 turbodiesel,208,30,26,22,,5000,Onan 2.5–3.6kW LP/Diesel options
Winnebago,Vista,Class A Gas,Gas,Ford 7.3L V8 Godzilla,350,,Ford F53,TorqShift automatic,2010,2026,7,26P; 27P; 31B; 35F; 29VE; 33W; 32M,27,36,16000,22000,8,2,4.4,,,Ford Triton V10 6.8L,320,Ford 7.3L V8 Godzilla,350,74,41,41,80,5000,Onan 5500W Gas MicroQuiet
Winnebago,Vita,Class C,Diesel,Mercedes-Benz turbodiesel,188,,Mercedes Sprinter,,2018,2022,3,24P; 24J; 24F,24,25,9500,11500,4,0,4.4,,,,,Mercedes-Benz turbodiesel,188,28,22,22,,5000,Optional
Winnebago Classic,Chieftain,Class A Gas,Gas,Ford V10 6.8L,320,,Ford F53,,1966,2006,4,30Y; 33V; 36G; 39V,30,39,22000,28000,7,2,4.3,Ford Triton V10 6.8L,320,Ford Triton V10 6.8L,320,,,75,38,38,,5000,Onan 5500W Gas MicroQuiet
Winnebago Classic,Ultimate Freedom,Class A Diesel,Diesel,Cummins ISL 340HP,340,,Freightliner XCS,,2000,2007,3,40CD; 40QD; 43BD,40,43,42000,50000,6,3,4.5,Cummins ISL / ISB 300–450HP (era),380,Cummins ISL / ISB 300–450HP (era),380,,,90,46,46,,10000,Onan 8000W Diesel QD
